class,slack_value
0,0.48424938860609323
0,0.16098219032176342
0,0.5157358005327402
0,0.1609821903217623
0,0.16098219032176408
0,0.16098219032178562
0,0.16098219032176564
0,0.1609821903217652
0,0.16098219032176408
0,0.16098219032166816
0,0.16098219032176364
0,0.16098219032175687
0,0.5155233097873824
0,0.16098219032176653
0,0.1609821903217623
0,0.16098219032176675
0,0.16098219032176397
0,0.16098219032176786
0,0.16098219032176608
0,0.1609821903217663
0,0.16098219032176408
0,0.1609821903217662
0,0.1609821903217621
0,0.16098219032176386
0,0.1609821903217643
0,0.16098219032176564
0,0.16098219032176553
0,0.16098219032176309
0,0.1609821903217623
0,0.16098219032176586
0,0.16098219032176453
0,0.1609821903217643
0,0.16098219032176098
0,0.16098219032176264
0,0.16098219032176453
0,0.4328643625191515
0,0.16098219032176786
0,0.1609821903217662
0,0.16098219032175787
0,0.16098219032176564
0,0.16098219032174454
0,0.16098219032176642
0,0.16098219032176275
0,0.16098219032176542
0,0.16098219032173722
0,0.5157278941938164
0,0.16098219032176453
0,0.16098219032175975
0,0.16098219032176542
0,0.5169354353978408
0,0.5157358004719605
0,0.16098219032176253
0,0.5157358005341308
0,0.16098219032176364
0,0.4727588176258495
0,0.5151566343185561
0,0.16098219032176586
0,0.5157358005327439
0,0.5157342887944407
0,0.16098219032176453
0,0.16098219032176742
0,0.16098219032160266
0,0.16098219032176342
0,0.515890494935862
0,0.16098219032176564
0,0.16098219032176486
0,0.16098219032176508
0,0.16098219032172045
0,0.16098219032176408
0,0.16098219032176386
0,0.16098219032176608
0,0.16098219032176586
0,0.1609821903217501
0,0.16098219032176742
0,0.16098219032176664
0,0.5157343557143794
0,0.5157358005327324
0,0.5157358002100547
0,0.16098219032176508
0,0.1609821903217592
0,0.5157276993669606
0,0.5157358004740176
0,0.16098219032176364
0,0.16098219032176497
0,0.16098219032176608
0,0.16098219032176353
0,0.16098219032176264
0,0.5157358005327273
0,0.16098219032176608
0,0.5157358005327255
0,0.16098219032176142
0,0.5157318713688597
0,0.16098219032176386
0,0.5157358005327428
0,0.5157350936093157
0,0.16098219032176342
0,0.5157291014060121
0,0.16098219032176408
0,0.5156749250455606
0,0.1609821903217472
0,0.16098219032176342
0,0.5157358005327553
0,0.1609821903217643
0,0.16098219032176586
0,0.5157358005327554
0,0.1609821903217652
0,0.16098219032176586
0,0.1609821903217632
0,0.49357918665980405
0,0.5157358005330898
0,0.5157358005327488
0,0.16098219032152628
0,0.1609821903217653
0,0.5157358005328174
0,0.16098219032174654
0,0.515361486548189
0,0.4064180965594759
0,0.16098219032176453
0,0.16098219032176408
0,0.1609821903217682
0,0.16098219032176475
0,0.1609821903217652
0,0.5157358006179088
0,0.16098219032171768
0,0.5157358005327553
0,0.5157358005331875
0,0.515735800532743
0,0.16098219032176742
0,0.16098219032176275
0,0.5157357796925062
0,0.16098219032176364
0,0.5043109338022953
0,0.5157359658411137
0,0.16098219032176275
0,0.5157504460511754
0,0.16098219032176664
0,0.5156685292242733
0,0.16098219032176397
0,0.12494876842803926
0,0.1609821903217663
0,0.16098219032176608
0,0.16098219032176098
0,0.16098219032176286
0,0.16098219032176353
0,0.5157358002711958
0,0.16098219032170413
0,0.16098219032176408
0,0.1609821903217632
0,0.16098219032176764
0,0.16098219032176553
0,0.5157357990282403
0,0.16098219032176486
0,0.10549710250678201
0,0.16098219032176297
0,0.1609821903217452
0,0.1609821903216322
0,0.5156340492504026
0,0.1609821903217643
0,0.5153902120856271
0,0.16098219032171124
0,0.16098219032176453
0,0.16098219032176275
0,0.4581244435525629
0,0.5157358005157233
0,0.1609821903217653
0,0.16098219032176497
0,0.16098219032176542
0,0.16098219032176408
0,0.5158053403995052
0,0.16098219032177608
0,0.5157358005327551
0,0.515735800305835
0,0.1609821903217632
0,0.16098219032176586
0,0.5157358005298316
0,0.1609821903217632
0,0.16098219032176686
0,0.1609821903217632
0,0.48020851550779664
0,0.16098219032175565
0,0.49400690058637564
0,0.16098219032173855
0,0.1609821903217643
0,0.515735800532733
