mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__max_depth,param_rf__min_samples_leaf,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.5097856998443604,0.08427394773141152,0.0177767276763916,0.004643457659087221,,1,2,50,"{'rf__max_depth': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 50}",0.7936507936507936,0.8412698412698413,0.8095238095238095,0.8571428571428571,0.75,0.8103174603174604,0.03759593422960955,46
2.7709479331970215,0.06051668862482534,0.015537023544311523,0.0029816287697790106,,1,2,100,"{'rf__max_depth': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.7883597883597884,0.8095238095238095,0.8201058201058201,0.8624338624338624,0.7659574468085106,0.8092761454463583,0.03242557543513516,48
4.779423379898072,0.05532070890135964,0.021079587936401366,0.005818104863885398,,1,2,200,"{'rf__max_depth': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.7936507936507936,0.8359788359788359,0.798941798941799,0.8835978835978836,0.7712765957446809,0.8166891815827986,0.03938757426823343,12
1.225480842590332,0.03523997897041932,0.010660552978515625,0.004670491880342084,,1,5,50,"{'rf__max_depth': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}",0.7936507936507936,0.8201058201058201,0.8042328042328042,0.8835978835978836,0.776595744680851,0.8156366092536305,0.036813912096926735,14
2.3866556167602537,0.034818155209701315,0.013895750045776367,0.0022515017989921927,,1,5,100,"{'rf__max_depth': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.783068783068783,0.8306878306878307,0.8148148148148148,0.8624338624338624,0.776595744680851,0.8135202071372284,0.03155837174944459,21
4.638172197341919,0.037358080248473924,0.019698047637939455,0.0044347926896447145,,1,5,200,"{'rf__max_depth': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.7936507936507936,0.8253968253968254,0.8306878306878307,0.8624338624338624,0.776595744680851,0.8177530113700326,0.029989842933094646,8
1.1910223960876465,0.029702274976048573,0.009621429443359374,0.0028489521194671403,,1,10,50,"{'rf__max_depth': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 50}",0.783068783068783,0.8148148148148148,0.8095238095238095,0.8518518518518519,0.7393617021276596,0.7997241922773839,0.037315104588991274,103
2.281166934967041,0.03420972819464095,0.011901187896728515,0.0015853503278819554,,1,10,100,"{'rf__max_depth': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}",0.783068783068783,0.8518518518518519,0.8042328042328042,0.8783068783068783,0.776595744680851,0.8188112124282336,0.03975830748667014,4
4.595725393295288,0.060419519573773485,0.020440387725830077,0.0028608075156163954,,1,10,200,"{'rf__max_depth': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 200}",0.7936507936507936,0.8359788359788359,0.8042328042328042,0.8624338624338624,0.7819148936170213,0.8156422379826633,0.029510560472795985,13
1.1408634185791016,0.020680907246965755,0.010087203979492188,0.0025570735568967765,,2,2,50,"{'rf__max_depth': None, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 50}",0.8095238095238095,0.7936507936507936,0.8253968253968254,0.8465608465608465,0.7659574468085106,0.8082179443881572,0.027441388156473793,62
2.20945463180542,0.06462880787875021,0.013016033172607421,0.0022108637367266462,,2,2,100,"{'rf__max_depth': None, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.7724867724867724,0.8148148148148148,0.8042328042328042,0.873015873015873,0.7393617021276596,0.8007823933355848,0.04472053944739947,98
4.460743808746338,0.0474688231204297,0.016565990447998048,0.0020513318759877485,,2,2,200,"{'rf__max_depth': None, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.7883597883597884,0.8306878306878307,0.8095238095238095,0.8571428571428571,0.776595744680851,0.8124620060790274,0.02899826801422458,30
1.15525164604187,0.016056349192346175,0.009702539443969727,0.0021100107429970157,,2,5,50,"{'rf__max_depth': None, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}",0.7777777777777778,0.8095238095238095,0.783068783068783,0.8465608465608465,0.776595744680851,0.7987053923224136,0.026752524252577875,104
2.2119481563568115,0.023082065167266907,0.01214771270751953,0.001161458171220897,,2,5,100,"{'rf__max_depth': None, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.783068783068783,0.8253968253968254,0.8095238095238095,0.8624338624338624,0.7712765957446809,0.8103399752335921,0.03228254477615731,43
4.45071439743042,0.03796565704290391,0.01721920967102051,0.002229583646301519,,2,5,200,"{'rf__max_depth': None, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.7936507936507936,0.8201058201058201,0.8201058201058201,0.873015873015873,0.7606382978723404,0.8135033209501294,0.03692631405587532,29
1.141565704345703,0.022675353947929102,0.011298847198486329,0.005619886053373356,,2,10,50,"{'rf__max_depth': None, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 50}",0.783068783068783,0.8306878306878307,0.7936507936507936,0.8624338624338624,0.7606382978723404,0.806095913542722,0.03613931776765314,75
